cluster,pose_index,description
2,193,"the figure walks in a counter clockwise circle.#the/DET figure/NOUN walk/VERB in/ADP a/DET counter/NOUN clockwise/NOUN circle/NOUN#0.0#0.0
a man walks in a circle counter-clockwise.#a/DET man/NOUN walk/VERB in/ADP a/DET circle/NOUN counterclockwise/NOUN#0.0#0.0
a man like figure walks round in a circular motion and stops on the very spot he started from.#a/DET man/NOUN like/SCONJ figure/NOUN walk/VERB round/ADV in/ADP a/DET circular/ADJ motion/NOUN and/CCONJ stop/NOUN on/ADP the/DET very/ADJ spot/NOUN he/PRON start/VERB from/ADP#0.0#0.0
"
2,229,"a man takes a few steps backwards, swings with his right arm and punches with his left arm.#a/DET man/NOUN take/VERB a/DET few/ADJ step/NOUN backwards/ADV swing/NOUN with/ADP his/DET right/ADJ arm/NOUN and/CCONJ punch/NOUN with/ADP his/DET left/ADJ arm/NOUN#0.0#0.0
person walks back then throws a left hook#person/NOUN walk/VERB back/ADV then/ADV throw/VERB a/DET left/ADJ hook/NOUN#0.0#0.0
a person walks backward, then punch's with both arms.#a/DET person/NOUN walk/VERB backward/ADV then/ADV punch/VERB with/ADP both/DET arm/NOUN#0.0#0.0
"
2,240,"ther person is walking up a ladder, they take their left hand off the ladder and seem to examen/pickup something that might was parallel to their new height and then they transfer the object to their other hand and look at it.#ther/PROPN person/NOUN is/AUX walk/VERB up/ADP a/DET ladder/NOUN they/PRON take/VERB their/DET left/ADJ hand/NOUN off/ADP the/DET ladder/NOUN and/CCONJ seem/VERB to/ADP examan/NOUN pickup/NOUN something/PRON that/DET may/VERB was/AUX parallel/ADJ to/ADP their/DET new/ADJ height/NOUN and/CCONJ then/ADV they/PRON transfer/VERB the/DET object/NOUN to/ADP their/DET other/ADJ hand/NOUN and/CCONJ look/VERB at/ADP it/PRON#0.0#0.0
person walks up and climbs a few steps then takes an object and passes it on#person/NOUN walk/VERB up/ADP and/CCONJ climb/VERB a/DET few/ADJ step/NOUN then/ADV take/VERB an/DET object/NOUN and/CCONJ pass/VERB it/PRON on/ADP#0.0#0.0
a person climbs up something and picks up something then puts it high up#a/DET person/NOUN climb/VERB up/ADP something/PRON and/CCONJ pick/VERB up/ADP something/PRON then/ADV put/VERB it/PRON high/ADJ up/ADP#0.0#0.0
"
2,249,"left arm moves in an anti-clockwise motion at waist level.#left/ADJ arm/NOUN move/NOUN in/ADP an/DET anticlockwise/NOUN motion/NOUN at/ADP waist/ADJ level/NOUN#0.0#0.0
a person makes some wiping movements with their left hand.#a/DET person/NOUN make/VERB some/DET wipe/VERB movement/NOUN with/ADP their/DET left/ADJ hand/NOUN#0.0#0.0
this person is wiping something with their left hand.#this/DET person/NOUN is/AUX wipe/VERB something/PRON with/ADP their/DET left/ADJ hand/NOUN#0.0#0.0
"
2,251,"a person uses his right hand to slowly move an object from his left side to the right.#a/DET person/NOUN use/VERB his/DET right/ADJ hand/NOUN to/PART slowly/ADV move/VERB an/DET object/NOUN from/ADP his/DET left/ADJ side/NOUN to/ADP the/DET right/NOUN#0.0#0.0
person grabs something from a shelf with their right hand and places it down to their right#person/NOUN grab/VERB something/PRON from/ADP a/DET shelf/NOUN with/ADP their/DET right/ADJ hand/NOUN and/CCONJ place/VERB it/PRON down/ADP to/ADP their/DET right/NOUN#0.0#0.0
a person grabs something with their right arm#a/DET person/NOUN grab/VERB something/PRON with/ADP their/DET right/ADJ arm/NOUN#0.0#0.0
"
2,254,"a person walks in a clockwise circular motion#a/DET person/NOUN walk/VERB in/ADP a/DET clockwise/ADJ circular/ADJ motion/NOUN#0.0#0.0
a person alternating between swinging arm walks in an elipsoid at an easy steady pace.#a/DET person/NOUN alternate/VERB between/ADP swinge/VERB arm/NOUN walk/VERB in/ADP an/DET elipsoid/NOUN at/ADP an/DET easy/ADJ steady/ADJ pace/NOUN#0.0#0.0
a person walks in a circular motion while turning counter clockwise.#a/DET person/NOUN walk/VERB in/ADP a/DET circular/ADJ motion/NOUN while/SCONJ turn/VERB counter/NOUN clockwise/NOUN#0.0#0.0
"
2,273,"a person thanking his fans#a/DET person/NOUN thank/VERB his/DET fan/NOUN#0.0#0.0
a person throws something with their right arm and then catches it with both hands.#a/DET person/NOUN throw/VERB something/PRON with/ADP their/DET right/ADJ arm/NOUN and/CCONJ then/ADV catch/VERB it/PRON with/ADP both/DET hand/NOUN#0.0#0.0
a person puts their right hand forward then uses both hands to pick something up#a/DET person/NOUN put/VERB their/DET right/ADJ hand/NOUN forward/ADV then/ADV use/VERB both/DET hand/NOUN to/PART pick/VERB something/PRON up/ADP#0.0#0.0
"
2,325,"a person lifts both arm up slightly.#a/DET person/NOUN lift/VERB both/DET arm/VERB up/ADP slightly/ADV#0.0#0.0
a person is picking up both hands to shoulder height repeatedly.#a/DET person/NOUN is/AUX pick/VERB up/ADP both/DET hand/NOUN to/PART shoulder/VERB height/ADV repeatedly/ADV#0.0#0.0
somebody weightlifting at the gym#somebody/PRON weightlift/VERB at/ADP the/DET gym/NOUN#0.0#0.0
"
2,330,"someone is dancing by kicking their legs foward and stepping back. they are also moving their arms back and forth.#someone/PRON is/AUX dance/VERB by/ADP kick/VERB their/DET leg/NOUN foward/ADJ and/CCONJ step/VERB back/ADP they/PRON are/AUX also/ADV move/VERB their/DET arm/NOUN back/ADV and/CCONJ forth/ADV#0.0#10.0
a person dances around in a small space#a/DET person/NOUN dance/VERB around/ADP in/ADP a/DET small/ADJ space/NOUN#0.0#0.0
a person breaks into an enthusiastic dance.#a/DET person/NOUN break/VERB into/ADP an/DET enthusiastic/ADJ dance/NOUN#0.0#0.0
"
2,353,"someone stands sideways and throws something with their right hand.#someone/PRON stand/VERB sideways/ADV and/CCONJ throw/VERB something/PRON with/ADP their/DET right/ADJ hand/NOUN#0.0#0.0
a person is playing tennis#a/DET person/NOUN is/AUX play/VERB tennis/NOUN#0.0#0.0
the figure twists its torso, extends its arm back, and makes a throwing gesture#the/DET figure/NOUN twist/VERB its/DET torso/NOUN extend/VERB its/DET arm/NOUN back/ADV and/CCONJ make/VERB a/DET throwing/NOUN gesture/NOUN#0.0#0.0
"
2,357,"a person walks in a circle#a/DET person/NOUN walk/VERB in/ADP a/DET circle/NOUN#0.0#0.0
this man is walking counter-clock wise in a circle.#this/DET man/NOUN is/AUX walk/VERB counterclock/NOUN wise/ADJ in/ADP a/DET circle/NOUN#0.0#7.0
a person walks in a circle#a/DET person/NOUN walk/VERB in/ADP a/DET circle/NOUN#0.0#0.0
"
2,360,"a person stands still then slightly moves their arms#a/DET person/NOUN stand/VERB still/ADV then/ADV slightly/ADV move/VERB their/DET arm/NOUN#0.0#0.0
person is standing still on the spot with arms by their side#person/NOUN is/AUX stand/VERB still/ADV on/ADP the/DET spot/NOUN with/ADP arm/NOUN by/ADP their/DET side/NOUN#0.0#0.0
a person pushes themselves from behind#a/DET person/NOUN push/VERB themselves/PRON from/ADP behind/ADV#0.0#0.0
"
2,372,"a person standing brings both arms towards their chest by bending both arms in a curling motion.#a/DET person/NOUN stand/VERB bring/VERB both/DET arm/NOUN towards/ADP their/DET chest/NOUN by/ADP bend/VERB both/DET arm/NOUN in/ADP a/DET curling/ADJ motion/NOUN#0.0#0.0
a person is lifting up both their arms.#a/DET person/NOUN is/AUX lift/VERB up/ADP both/CCONJ their/DET arm/NOUN#0.0#0.0
arms go up and down like weight lifting#arm/NOUN go/VERB up/ADV and/CCONJ down/ADP like/SCONJ weight/NOUN lifting/NOUN#0.0#0.0
"
2,377,"person is bending down and slapping something on the floor#person/NOUN is/AUX bend/VERB down/ADP and/CCONJ slap/VERB something/PRON on/ADP the/DET floor/NOUN#0.0#0.0
a person bends over and hits at something on the ground, then stands up and raises their arms#a/DET person/NOUN bend/VERB over/ADP and/CCONJ hit/VERB at/ADP something/PRON on/ADP the/DET ground/NOUN then/ADV stand/VERB up/ADP and/CCONJ raise/VERB their/DET arm/NOUN#0.0#0.0
a person is slapping something on the floor and then moves away from the object.#a/DET person/NOUN is/AUX slap/VERB something/PRON on/ADP the/DET floor/NOUN and/CCONJ then/ADV move/VERB away/ADV from/ADP the/DET object/NOUN#0.0#0.0
"
2,380,"person, whilst facing forwards, steps round in an anticlockwise direction in small circle.#person/NOUN whilst/SCONJ face/VERB forwards/ADV step/NOUN round/ADV in/ADP an/DET anticlockwise/NOUN direction/NOUN in/ADP small/ADJ circle/NOUN#0.0#0.0
person is walking randomly in a circle backwards#person/NOUN is/AUX walk/VERB randomly/ADV in/ADP a/DET circle/NOUN backwards/ADV#0.0#0.0
a person steps in a circle while facing forward#a/DET person/NOUN step/VERB in/ADP a/DET circle/NOUN while/SCONJ face/VERB forward/ADV#0.0#0.0
"
2,388,"a person starts off jogging in a semi circle and then slows to a walk.#a/DET person/NOUN start/VERB off/ADP jog/VERB in/ADP a/DET semi/ADJ circle/NOUN and/CCONJ then/ADV slow/VERB to/ADP a/DET walk/NOUN#0.0#0.0
a person turns around and runs in a half oval pattern#a/DET person/NOUN turn/VERB around/ADV and/CCONJ run/VERB in/ADP a/DET half/ADJ oval/ADJ pattern/NOUN#0.0#0.0
a person runs in an arch, then turns around and walks back#a/DET person/NOUN run/VERB in/ADP an/DET arch/NOUN then/ADV turn/VERB around/ADV and/CCONJ walk/VERB back/ADV#0.0#0.0
"
2,423,"a person has their hand at their chest and shakes their waist.#a/DET person/NOUN has/AUX their/DET hand/NOUN at/ADP their/DET chest/NOUN and/CCONJ shake/VERB their/DET waist/NOUN#0.0#0.0
person shakes hips with hands in front of him or her.#person/NOUN shake/VERB hip/NOUN with/ADP hand/NOUN in/ADP front/NOUN of/ADP him/PRON or/CCONJ her/PRON#0.0#0.0
a person shakes their hips and arms while dancing.#a/DET person/NOUN shake/VERB their/DET hip/NOUN and/CCONJ arm/NOUN while/SCONJ dance/VERB#0.0#0.0
"
2,432,"a person starts to jog on the spot.#a/DET person/NOUN start/VERB to/ADP jog/PROPN on/ADP the/DET spot/NOUN#0.0#0.0
a person does a short jog to the door#a/DET person/NOUN does/AUX a/DET short/ADJ jog/NOUN to/ADP the/DET door/NOUN#0.0#0.0
a man stands on the ground , starts jogging from the same sport and then stops.#a/DET man/NOUN stand/VERB on/ADP the/DET ground/NOUN start/VERB jog/VERB from/ADP the/DET same/ADJ sport/NOUN and/CCONJ then/ADV stop/VERB#0.0#0.0
"
2,434,"a man is standing then appears to kick something in with his right leg, then walks away.#a/DET man/NOUN is/AUX stand/VERB then/ADV appear/VERB to/PART kick/VERB something/PRON in/ADP with/ADP his/DET right/ADJ leg/NOUN then/ADV walk/VERB away/ADV#0.0#0.0
a person steps up to kick a ball then starts to run.#a/DET person/NOUN step/VERB up/ADP to/PART kick/VERB a/DET ball/NOUN then/ADV start/VERB to/PART run/VERB#0.0#0.0
a person takes a step forward, kicks on their left leg, and then shrugs both arms.#a/DET person/NOUN take/VERB a/DET step/NOUN forward/ADV kick/NOUN on/ADP their/DET left/ADJ leg/NOUN and/CCONJ then/ADV shrug/VERB both/DET arm/NOUN#0.0#0.0
"
2,449,"a person leans left while adjusting something then step around to their right to touch something woth their right hand.#a/DET person/NOUN lean/VERB left/VERB while/SCONJ adjust/VERB something/PRON then/ADV step/VERB around/ADV to/ADP their/DET right/NOUN to/PART touch/VERB something/PRON woth/ADJ their/DET right/ADJ hand/NOUN#0.0#0.0
a person bends to scrub something with their left hand, transfers something from left hand to right while turning to the left, then leans forward to scrub something with their right hand.#a/DET person/NOUN bend/VERB to/PART scrub/VERB something/PRON with/ADP their/DET left/ADJ hand/NOUN transfer/NOUN something/PRON from/ADP left/ADJ hand/NOUN to/ADP right/ADV while/SCONJ turn/VERB to/ADP the/DET left/NOUN then/ADV lean/VERB forward/ADV to/ADP scrub/NOUN something/PRON with/ADP their/DET right/ADJ hand/NOUN#0.0#0.0
a person, scratching with left hand something, and after scratching with other hand#a/DET person/NOUN scratch/VERB with/ADP left/ADJ hand/NOUN something/PRON and/CCONJ after/ADP scratch/VERB with/ADP other/ADJ hand/NOUN#0.0#0.0
"
2,453,"a person raises its left hand then both hands in celebration#a/DET person/NOUN raise/VERB its/DET left/ADJ hand/NOUN then/ADV both/DET hand/NOUN in/ADP celebration/NOUN#0.0#0.0
person looks to be lifting a dumbbell with their left arm#person/NOUN look/VERB to/PART be/AUX lift/VERB a/DET dumbbell/NOUN with/ADP their/DET left/ADJ arm/NOUN#0.0#0.0
a man raises his left arm up into the air, and then dose the same with his right.#a/DET man/NOUN raise/VERB his/DET left/ADJ arm/NOUN up/ADP into/ADP the/DET air/NOUN and/CCONJ then/ADV dose/VERB the/DET same/ADJ with/ADP his/DET right/NOUN#0.0#0.0
"
2,455,"a person is walking forward swinging their arms side to side#a/DET person/NOUN is/AUX walk/VERB forward/ADV swinge/VERB their/DET arm/NOUN side/NOUN to/PART side/VERB#0.0#0.0
a person walks in a straight line towards the bottom of the screen.#a/DET person/NOUN walk/VERB in/ADP a/DET straight/ADJ line/NOUN towards/ADP the/DET bottom/NOUN of/ADP the/DET screen/NOUN#0.0#0.0
a man walks from side to side#a/DET man/NOUN walk/VERB from/ADP side/NOUN to/ADP side/VERB#0.0#0.0
"
2,467,"a man struts forward a few steps, turns around, and walks back.#a/DET man/NOUN strut/VERB forward/ADV a/DET few/ADJ step/NOUN turn/VERB around/ADV and/CCONJ walk/VERB back/ADV#0.0#0.0
a person walks forward, turns around, then walks quickly back#a/DET person/NOUN walk/VERB forward/ADV turn/VERB around/ADV then/ADV walk/VERB quickly/ADV back/ADV#0.0#0.0
a person walks quickly forward, turns and walks slowly back.#a/DET person/NOUN walk/VERB quickly/ADV forward/ADV turn/VERB and/CCONJ walk/VERB slowly/ADV back/ADV#0.0#0.0
"
2,478,"a person is pacing around then places their hands on their hips.#a/DET person/NOUN is/AUX pace/VERB around/ADV then/ADV place/VERB their/DET hand/NOUN on/ADP their/DET hip/NOUN#0.0#0.0
a person looks around and paces back and forth.#a/DET person/NOUN look/VERB around/ADP and/CCONJ pace/NOUN back/ADV and/CCONJ forth/ADV#0.0#0.0
a person walking back and forth moving his head .#a/DET person/NOUN walk/VERB back/ADV and/CCONJ forth/ADV move/VERB his/DET head/NOUN#0.0#0.0
"
2,482,"a person crouching forward then leaps over something.#a/DET person/NOUN crouch/VERB forward/ADV then/ADV leap/VERB over/ADP something/PRON#0.0#0.0
the person is taking giant steps.#the/DET person/NOUN is/AUX take/VERB giant/ADJ step/NOUN#0.0#0.0
a person walks backward then crouches, takes a few big steps, and jumps#a/DET person/NOUN walk/VERB backward/ADJ then/ADV crouch/NOUN take/VERB a/DET few/ADJ big/ADJ step/NOUN and/CCONJ jump/VERB#0.0#0.0
"
2,508,"standing person walks in a clockwise circle, then stops.#stand/VERB person/NOUN walk/VERB in/ADP a/DET clockwise/NOUN circle/NOUN then/ADV stop/VERB#0.0#0.0
person is walking around in a circle.#person/NOUN is/AUX walk/VERB around/ADP in/ADP a/DET circle/NOUN#0.0#0.0
a person walks in a clockwise circle.#a/DET person/NOUN walk/VERB in/ADP a/DET clockwise/ADJ circle/NOUN#0.0#0.0
"
2,514,"a person is walking around swinging their hand at various locations around them, perhaps trying to hit or throw something.#a/DET person/NOUN is/AUX walk/VERB around/ADP swinge/VERB their/DET hand/NOUN at/ADP various/ADJ location/NOUN around/ADP them/PRON perhaps/ADV try/VERB to/PART hit/VERB or/CCONJ throw/VERB something/PRON#0.0#0.0
a person strikes out in front of them, walking around to hit something in their space.#a/DET person/NOUN strike/VERB out/ADP in/ADP front/NOUN of/ADP them/PRON walk/VERB around/ADP to/PART hit/VERB something/PRON in/ADP their/DET space/NOUN#0.0#0.0
a man appears to be wanting to catch something with his hand#a/DET man/NOUN appear/VERB to/PART be/AUX want/VERB to/PART catch/VERB something/PRON with/ADP his/DET hand/NOUN#0.0#0.0
"
2,523,"a person aggressively throwing various types of kicks.#a/DET person/NOUN aggressively/ADV throw/VERB various/ADJ type/NOUN of/ADP kick/NOUN#0.0#0.0
the person is kicking something.#the/DET person/NOUN is/AUX kick/VERB something/PRON#0.0#0.0
she kicks forward with her left foot, steps back, kicks sideways with her left foot, gestures with her left hand, and again kicks sideways with her left foot.#she/PRON kick/VERB forward/ADV with/ADP her/DET left/ADJ foot/NOUN step/VERB back/ADV kick/VERB sideways/ADV with/ADP her/DET left/ADJ foot/NOUN gesture/VERB with/ADP her/DET left/ADJ hand/NOUN and/CCONJ again/ADV kick/VERB sideways/ADV with/ADP her/DET left/ADJ foot/NOUN#0.0#0.0
"
2,536,"a person walks on the spot and then in a backwards circle#a/DET person/NOUN walk/VERB on/ADP the/DET spot/NOUN and/CCONJ then/ADV in/ADP a/DET backwards/ADJ circle/NOUN#0.0#0.0
a person walks right then left while facing forward#a/DET person/NOUN walk/VERB right/ADV then/ADV left/VERB while/SCONJ face/VERB forward/ADV#0.0#0.0
a person marching backwards then going forward around in the same motion.#a/DET person/NOUN march/VERB backwards/ADV then/ADV go/VERB forward/ADV around/ADV in/ADP the/DET same/ADJ motion/NOUN#0.0#0.0
"
2,569,"a person runs forward and to his left and then turns and runs back.#a/DET person/NOUN run/VERB forward/ADV and/CCONJ to/ADP his/DET left/NOUN and/CCONJ then/ADV turn/VERB and/CCONJ run/VERB back/ADV#0.0#0.0
person jogs half a circle of six steps then jogs back half a circle of six steps.#person/NOUN jog/VERB half/DET a/DET circle/NOUN of/ADP six/NUM step/NOUN then/ADV jog/VERB back/ADV half/DET a/DET circle/NOUN of/ADP six/NUM step/NOUN#0.0#9.0
a man runs to the left and runs back to the right.#a/DET man/NOUN run/VERB to/ADP the/DET left/NOUN and/CCONJ run/VERB back/ADV to/ADP the/DET right/NOUN#0.0#0.0
"
2,604,"the person is walking forward.#the/DET person/NOUN is/AUX walk/VERB forward/ADV#0.0#0.0
a person walks forward then climbs up something on left hand side#a/DET person/NOUN walk/VERB forward/ADV then/ADV climb/VERB up/ADP something/PRON on/ADP left/ADJ hand/NOUN side/NOUN#0.0#0.0
a person walking up an elevated surface#a/DET person/NOUN walk/VERB up/ADP an/DET elevated/ADJ surface/NOUN#0.0#0.0
"
2,605,"a person touches something at chest height with both hands and then takes a couple steps backwards#a/DET person/NOUN touch/VERB something/PRON at/ADP chest/NOUN height/NOUN with/ADP both/DET hand/NOUN and/CCONJ then/ADV take/VERB a/DET couple/NOUN step/NOUN backwards/ADV#0.0#0.0
a person leans forward,like picking up something and steps back#a/DET person/NOUN lean/VERB forward/ADV like/SCONJ pick/VERB up/ADP something/PRON and/CCONJ step/NOUN back/ADV#0.0#0.0
a person standing in place rearranges something with right hand then with both hands, then stops and takes a step backwards.#a/DET person/NOUN stand/VERB in/ADP place/NOUN rearrange/NOUN something/PRON with/ADP right/ADJ hand/NOUN then/ADV with/ADP both/DET hand/NOUN then/ADV stop/VERB and/CCONJ take/VERB a/DET step/NOUN backwards/ADV#0.0#0.0
"
